open_time,close
2025-08-31 17:00:00,108993.87
2025-08-31 18:00:00,109146.62
2025-08-31 19:00:00,108930.0
2025-08-31 20:00:00,109117.99
2025-08-31 21:00:00,109037.29
2025-08-31 22:00:00,108900.46
2025-08-31 23:00:00,108246.35
2025-09-01 00:00:00,108222.37
2025-09-01 01:00:00,108150.24
2025-09-01 02:00:00,107617.05
2025-09-01 03:00:00,107660.01
2025-09-01 04:00:00,107409.1
2025-09-01 05:00:00,107866.12
2025-09-01 06:00:00,108064.75
2025-09-01 07:00:00,109432.99
2025-09-01 08:00:00,109590.0
2025-09-01 09:00:00,109524.12
2025-09-01 10:00:00,108571.41
2025-09-01 11:00:00,108782.88
2025-09-01 12:00:00,109108.27
2025-09-01 13:00:00,109023.61
2025-09-01 14:00:00,109146.6
2025-09-01 15:00:00,108784.33
2025-09-01 16:00:00,108774.23
2025-09-01 17:00:00,108927.61
2025-09-01 18:00:00,109240.0
2025-09-01 19:00:00,109217.64
2025-09-01 20:00:00,108877.38
2025-09-01 21:00:00,107800.8
2025-09-01 22:00:00,108444.96
2025-09-01 23:00:00,109237.42
2025-09-02 00:00:00,109040.36
2025-09-02 01:00:00,109313.0
2025-09-02 02:00:00,110246.01
2025-09-02 03:00:00,110322.18
2025-09-02 04:00:00,110310.56
2025-09-02 05:00:00,110209.32
2025-09-02 06:00:00,110376.63
2025-09-02 07:00:00,110233.92
2025-09-02 08:00:00,110360.0
2025-09-02 09:00:00,110450.56
2025-09-02 10:00:00,110246.0
2025-09-02 11:00:00,109733.34
2025-09-02 12:00:00,108795.99
2025-09-02 13:00:00,111149.99
2025-09-02 14:00:00,111360.01
2025-09-02 15:00:00,110829.17
2025-09-02 16:00:00,110785.85
2025-09-02 17:00:00,110914.0
2025-09-02 18:00:00,110646.47
2025-09-02 19:00:00,110806.0
2025-09-02 20:00:00,111418.49
2025-09-02 21:00:00,111129.57
2025-09-02 22:00:00,111259.99
2025-09-02 23:00:00,111240.01
2025-09-03 00:00:00,111339.98
2025-09-03 01:00:00,111176.94
2025-09-03 02:00:00,111372.0
2025-09-03 03:00:00,111054.01
2025-09-03 04:00:00,111020.68
2025-09-03 05:00:00,110685.57
2025-09-03 06:00:00,110724.0
2025-09-03 07:00:00,111099.88
2025-09-03 08:00:00,111019.99
2025-09-03 09:00:00,111312.28
2025-09-03 10:00:00,111449.99
2025-09-03 11:00:00,111437.77
2025-09-03 12:00:00,111112.0
2025-09-03 13:00:00,111475.07
2025-09-03 14:00:00,112261.37
2025-09-03 15:00:00,112222.74
2025-09-03 16:00:00,111858.66
2025-09-03 17:00:00,112312.64
2025-09-03 18:00:00,112000.0
2025-09-03 19:00:00,112193.74
2025-09-03 20:00:00,112211.31
2025-09-03 21:00:00,111989.67
2025-09-03 22:00:00,111947.48
2025-09-03 23:00:00,111705.71
2025-09-04 00:00:00,112065.61
2025-09-04 01:00:00,111947.48
2025-09-04 02:00:00,111450.15
2025-09-04 03:00:00,111148.97
2025-09-04 04:00:00,110917.45
2025-09-04 05:00:00,110653.07
2025-09-04 06:00:00,110393.95
2025-09-04 07:00:00,110463.36
2025-09-04 08:00:00,110640.97
2025-09-04 09:00:00,110815.04
2025-09-04 10:00:00,110628.86
2025-09-04 11:00:00,110810.0
2025-09-04 12:00:00,110933.94
2025-09-04 13:00:00,110464.0
2025-09-04 14:00:00,109842.01
2025-09-04 15:00:00,109510.31
2025-09-04 16:00:00,109438.34
2025-09-04 17:00:00,109786.48
2025-09-04 18:00:00,109977.0
2025-09-04 19:00:00,109799.99
2025-09-04 20:00:00,110408.02
2025-09-04 21:00:00,110500.0
2025-09-04 22:00:00,111490.73
2025-09-04 23:00:00,110730.87
2025-09-05 00:00:00,110451.62
2025-09-05 01:00:00,111121.51
2025-09-05 02:00:00,111340.65
2025-09-05 03:00:00,111311.77
2025-09-05 04:00:00,111445.0
2025-09-05 05:00:00,111574.5
2025-09-05 06:00:00,111911.99
2025-09-05 07:00:00,112954.32
2025-09-05 08:00:00,112618.51
2025-09-05 09:00:00,112303.87
2025-09-05 10:00:00,112256.36
2025-09-05 11:00:00,112354.0
2025-09-05 12:00:00,113214.78
2025-09-05 13:00:00,113084.16
2025-09-05 14:00:00,110569.99
2025-09-05 15:00:00,110716.82
2025-09-05 16:00:00,110815.4
2025-09-05 17:00:00,110608.18
2025-09-05 18:00:00,111198.78
2025-09-05 19:00:00,111614.54
2025-09-05 20:00:00,111630.3
2025-09-05 21:00:00,110605.01
2025-09-05 22:00:00,110800.0
2025-09-05 23:00:00,110659.99
2025-09-06 00:00:00,110779.7
2025-09-06 01:00:00,110867.7
2025-09-06 02:00:00,111216.15
2025-09-06 03:00:00,111082.22
2025-09-06 04:00:00,110876.12
2025-09-06 05:00:00,110714.0
2025-09-06 06:00:00,110752.83
2025-09-06 07:00:00,110825.6
2025-09-06 08:00:00,110952.76
2025-09-06 09:00:00,110695.06
2025-09-06 10:00:00,110773.62
2025-09-06 11:00:00,110781.02
2025-09-06 12:00:00,110832.58
2025-09-06 13:00:00,110936.82
2025-09-06 14:00:00,110807.77
2025-09-06 15:00:00,110384.15
2025-09-06 16:00:00,110267.99
2025-09-06 17:00:00,110157.41
2025-09-06 18:00:00,110228.0
2025-09-06 19:00:00,110038.41
2025-09-06 20:00:00,110167.0
2025-09-06 21:00:00,110201.0
2025-09-06 22:00:00,110170.55
2025-09-06 23:00:00,110187.97
2025-09-07 00:00:00,110356.75
2025-09-07 01:00:00,110546.66
2025-09-07 02:00:00,110666.24
2025-09-07 03:00:00,110629.15
2025-09-07 04:00:00,110557.76
2025-09-07 05:00:00,110649.44
2025-09-07 06:00:00,110504.15
2025-09-07 07:00:00,110753.42
2025-09-07 08:00:00,111071.25
2025-09-07 09:00:00,111115.98
2025-09-07 10:00:00,111225.02
2025-09-07 11:00:00,111292.13
2025-09-07 12:00:00,111115.92
2025-09-07 13:00:00,111214.62
2025-09-07 14:00:00,111145.59
2025-09-07 15:00:00,111329.99
2025-09-07 16:00:00,111202.02
2025-09-07 17:00:00,110962.83
2025-09-07 18:00:00,111053.76
2025-09-07 19:00:00,111259.99
2025-09-07 20:00:00,111330.3
2025-09-07 21:00:00,111050.14
2025-09-07 22:00:00,111250.01
2025-09-07 23:00:00,111137.34
2025-09-08 00:00:00,110837.96
2025-09-08 01:00:00,110890.57
2025-09-08 02:00:00,111240.0
2025-09-08 03:00:00,111052.11
2025-09-08 04:00:00,110979.35
2025-09-08 05:00:00,111027.16
2025-09-08 06:00:00,111113.26
2025-09-08 07:00:00,111280.39
2025-09-08 08:00:00,111684.25
2025-09-08 09:00:00,112094.99
2025-09-08 10:00:00,112048.0
2025-09-08 11:00:00,112052.43
2025-09-08 12:00:00,112034.51
2025-09-08 13:00:00,111906.55
2025-09-08 14:00:00,112645.05
2025-09-08 15:00:00,112631.75
2025-09-08 16:00:00,112398.0
2025-09-08 17:00:00,112214.4
2025-09-08 18:00:00,112477.01
2025-09-08 19:00:00,112097.31
2025-09-08 20:00:00,111958.04
2025-09-08 21:00:00,112326.45
2025-09-08 22:00:00,112236.71
2025-09-08 23:00:00,112065.23
2025-09-09 00:00:00,111650.03
2025-09-09 01:00:00,111364.73
2025-09-09 02:00:00,111330.71
2025-09-09 03:00:00,111708.0
2025-09-09 04:00:00,112024.01
2025-09-09 05:00:00,112200.0
2025-09-09 06:00:00,113022.61
2025-09-09 07:00:00,112991.11
2025-09-09 08:00:00,112992.69
